question,condition,variable,value,month,Mittelwert von value,Rating_in_relation_to_mean
Das Verhalten ist an Hässlich- und Gemeinheit nicht zu übertreffen.,Mis 3'.3,participant_75,7.0,August,4.59375,2.40625
Vor lauter Beschränkt- und Bitterkeit hat der Nachbar keinen Kontakt zu den anderen.,Mis 6.4,participant_75,7.0,August,4.59375,2.40625
Sie schwören einander Brüderlich- und Kühnheit.,Mis 6'.5,participant_75,6.0,August,4.59375,1.40625
Die Bezahlung vieler Berufe ist kümmer- und leidlich.,Mix 3.2,participant_75,5.0,August,4.59375,0.40625
Bischöfe bestimmten die welt- und göttliche Ordnung.,Mix 3'.3,participant_75,7.0,August,4.59375,2.40625
Der Auftritt war lächer- und peinlich.,Mix 6.4,participant_75,3.0,August,4.59375,-1.59375
Ihre Worte waren deut- und ähnlich.,Mix 6'.5,participant_75,3.0,August,4.59375,-1.59375
Besonders Mikroplastik ist künst- und schädlich.,U 1.6,participant_75,2.0,August,4.59375,-2.59375
In der Gegend hier ist es eigentüm- und ländlich.,U 1'.7,participant_75,2.0,August,4.59375,-2.59375
Der Tiger hat den Pfleger vorsätz- und plötzlich angegriffen.,U 4.4,participant_75,7.0,August,4.59375,2.40625
Es schmeckt vorzüg- und köstlich.,U 4'.1,participant_75,4.0,August,4.59375,-0.59375
Nudeln sind der neue Reis.,Deutsch_test_2,participant_75,1.0,August,4.59375,-3.59375
Reis ist die neuen Nudeln.,Deutsch_test_3,participant_75,7.0,August,4.59375,2.40625
In der Mensa essen viele Studentinnen und Studenten zu Mittag.,F,participant_76,5.0,Januar,2.75,2.25
Was hat der Reporter welchem Redakteur verkauft?,F,participant_76,5.0,Januar,2.75,2.25
Wir haben dem empfindlichen und unsympathischen Vermieter sich selbst als Mieter empfohlen.,F,participant_76,7.0,Januar,2.75,4.25
Der Komponist hat dem neuen italienischen Tenor es zugemutet.,F,participant_76,2.0,Januar,2.75,-0.75
"Der Waffenhändler glaubt er, dass den Politiker bestochen hat.",F,participant_76,1.0,Januar,2.75,-1.75
Die Tinte wurde für vergossen.,F,participant_76,1.0,Januar,2.75,-1.75
Die Einfach- und Klarheit der Lösung erstaunte alle.,H 1.1,participant_76,2.0,Januar,2.75,-0.75
Ihr Auftreten strahlt Sicher- und Gewissheit aus.,H 1'.2,participant_76,2.0,Januar,2.75,-0.75
Der Richter vermittelt mit Besonnen- und Rechtschaffenheit.,H 4.7,participant_76,4.0,Januar,2.75,1.25
Eine Ausbildung in Frankreich steht für Kultiviert- und Gewandtheit.,H 4'.8,participant_76,5.0,Januar,2.75,2.25
Den Redakteur würde ein Mangel an Aufmerksam- und Aufrichtigkeit am meisten stören.,K 2.3,participant_76,3.0,Januar,2.75,0.25
Sie legt viel wert auf Pünktlich- und Höflichkeit.,K 2'.4,participant_76,3.0,Januar,2.75,0.25
Der Autounfall ist auf Fahrlässig- und Unzurechnungsfähigkeit zurückzuführen.,K 5.1,participant_76,5.0,Januar,2.75,2.25
Jede Zeit kommt mit einer eigenen Idee von Weiblich- und Männlichkeit.,K 5'.2,participant_76,5.0,Januar,2.75,2.25
Das Lachen ist kind- und herzlich.,L 2.3,participant_76,2.0,Januar,2.75,-0.75
Ihre Beziehung ist immer noch glück- und leidenschaftlich.,L 2'.4,participant_76,1.0,Januar,2.75,-1.75
Die Neuigkeiten sind für sie gleichzeitig erfreu- und bedrohlich.,L 5.1,participant_76,2.0,Januar,2.75,-0.75
Seine Antwort war erstaun- und ehrlich.,L 5'.2,participant_76,2.0,Januar,2.75,-0.75
Die Welthungerhilfe betont die Knapp- und Notwendigkeit von Lebensmitteln.,Mis 3.5,participant_76,1.0,Januar,2.75,-1.75
Die Einig- und Vertrautheit in der Zusammenarbeit ist groß.,Mis 3'.6,participant_76,1.0,Januar,2.75,-1.75
Allein die Bescheiden- und Liebenswürdigkeit der Autorin war schon überzeugend.,Mis 6.3,participant_76,1.0,Januar,2.75,-1.75
Vor lauter Bitter- und Beschränktheit hat der Nachbar keinen Kontakt zu den anderen.,Mis 6'.4,participant_76,1.0,Januar,2.75,-1.75
Im Kindergarten wird alles brüder- und schwesterlich geteilt.,Mix 3.5,participant_76,5.0,Januar,2.75,2.25
Sie treffen sich heim- und täglich.,Mix 3'.6,participant_76,2.0,Januar,2.75,-0.75
Sie hat aber tatsäch- und wirklich mehr verlangt.,Mix 6.3,participant_76,2.0,Januar,2.75,-0.75
Der Auftritt war pein- und lächerlich.,Mix 6'.4,participant_76,2.0,Januar,2.75,-0.75
Die Lieder sind tröst- und fröhlich.,U 1.1,participant_76,2.0,Januar,2.75,-0.75
wenn die töd- und jährliche Malariasaison wieder vor der Tür steht.,U 1'.2,participant_76,2.0,Januar,2.75,-0.75
Eine Zeitung ist ein auf die Gegenwart bezüg- und alltägliches Medium.,U 4.7,participant_76,2.0,Januar,2.75,-0.75
Seine Verteidigung war jämmer- und widersprüchlich.,U 4'.8,participant_76,2.0,Januar,2.75,-0.75
Nudeln sind der neue Reis.,Deutsch_test_2,participant_76,7.0,Januar,2.75,4.25
Reis ist die neuen Nudeln.,Deutsch_test_3,participant_76,1.0,Januar,2.75,-1.75
Die Mutter hat dem Sohn es verboten.,F,participant_77,7.0,April,5.40625,1.59375
"Der Chemiker meint er, dass den Pharmakonzern belogen hat.",F,participant_77,5.0,April,5.40625,-0.40625
Die Sitzung wurde aus vertagt.,F,participant_77,7.0,April,5.40625,1.59375
Auf dem Markt verkaufen viele Bauern Obst und Gemüse.,F,participant_77,6.0,April,5.40625,0.59375
Was hat der Verkäufer welchem Kunden geraten?,F,participant_77,6.0,April,5.40625,0.59375
"In der Elbe glaubt sie, hat der Fischer das kleine und flinke Boot versenkt.",F,participant_77,7.0,April,5.40625,1.59375
Ihr Auftreten strahlt Gewiss- und Sicherheit aus.,H 1.2,participant_77,6.0,April,5.40625,0.59375
Der Diamant ist von seltener Rein- und Schönheit.,H 1'.3,participant_77,7.0,April,5.40625,1.59375
Die Gesamt- und Allgemeinheit der Regeln spricht dafür.,H 4.4,participant_77,7.0,April,5.40625,1.59375
"Er glaubt, dass die Staatsanwälte zu viel Verschwiegen- und Befangenheit an den Tag legen.",H 4'.5,participant_77,7.0,April,5.40625,1.59375
Sie legt viel wert auf Höflich- und Pünktlichkeit.,K 2.4,participant_77,2.0,April,5.40625,-3.40625
Das Hotel erfüllte ihre Erwartungen und überzeugte vor allem durch Gemütlich- und Sauberkeit.,K 2'.1,participant_77,2.0,April,5.40625,-3.40625
Die Ordensleute erzählen immer von Momenten der Glückselig- und Barmherzigkeit.,K 5.6,participant_77,6.0,April,5.40625,0.59375
Die Unfähig- und Feindseligkeit der Angestellten ist alles andere als guter Service.,K 5'.7,participant_77,6.0,April,5.40625,0.59375
Ihre Beziehung ist immer noch leidenschaft- und glücklich.,L 2.4,participant_77,2.0,April,5.40625,-3.40625
Die Probleme sind vor allem recht- und zeitlicher Natur.,L 2'.1,participant_77,6.0,April,5.40625,0.59375
Am Anfang hat der Wein abscheu- und widerlich geschmeckt.,L 5.6,participant_77,6.0,April,5.40625,0.59375
Wir verwenden ausdrück- und ausschließlich regionale Zutaten.,L 5'.7,participant_77,5.0,April,5.40625,-0.40625
Dafür sind Verbunden- und Großzügigkeit entscheidend.,Mis 3.2,participant_77,6.0,April,5.40625,0.59375
Das Verhalten ist an Hässlich- und Gemeinheit nicht zu übertreffen.,Mis 3'.3,participant_77,6.0,April,5.40625,0.59375
Viele werden sich im Alter ihrer Unzufrieden- und Sterblichkeit bewusst.,Mis 6.8,participant_77,7.0,April,5.40625,1.59375
Sie strahlt Glaubwürdig- und Selbstsicherheit aus.,Mis 6'.1,participant_77,4.0,April,5.40625,-1.40625
Die Bezahlung vieler Berufe ist kümmer- und leidlich.,Mix 3.2,participant_77,6.0,April,5.40625,0.59375
Bischöfe bestimmten die welt- und göttliche Ordnung.,Mix 3'.3,participant_77,5.0,April,5.40625,-0.40625
Der ganze Papierkram für ein Visum ist umständ- und erforderlich.,Mix 6.8,participant_77,6.0,April,5.40625,0.59375
Nachhaltig zu leben ist verantwort- und natürlich.,Mix 6'.1,participant_77,6.0,April,5.40625,0.59375
wenn die jähr- und tödliche Malariasaison wieder vor der Tür steht.,U 1.2,participant_77,5.0,April,5.40625,-0.40625
Der Pfarrer hat sie irrtüm- und kürzlich kontaktiert.,U 1'.3,participant_77,2.0,April,5.40625,-3.40625
Der Tiger hat den Pfleger vorsätz- und plötzlich angegriffen.,U 4.4,participant_77,7.0,April,5.40625,1.59375
Sie stellen grundsätz- und hauptsächlich Frauen ein.,U 4'.5,participant_77,6.0,April,5.40625,0.59375
Nudeln sind der neue Reis.,Deutsch_test_2,participant_77,6.0,April,5.40625,0.59375
Reis ist die neuen Nudeln.,Deutsch_test_3,participant_77,1.0,April,5.40625,-4.40625
Bei der Schülerversammlung die Klassen wählen nacheinander und ordnungsgemäß die Schulsprecher.,F,participant_78,1.0,Mai,2.28125,-1.28125
Der alte und geschützte Wald wurde vor gerodet.,F,participant_78,1.0,Mai,2.28125,-1.28125
Die Mutter hat ihren kleinen Sohn zum Kindergarten gebracht.,F,participant_78,7.0,Mai,2.28125,4.71875
Die Nachbarin hat der Frau den neuen und großen Blumenladen empfohlen.,F,participant_78,6.0,Mai,2.28125,3.71875
Ich habe dem Kunden sich selbst im Spiegel präsentiert.,F,participant_78,3.0,Mai,2.28125,0.71875
Die Marathonläufer haben einander ihn als fähigen Trainer vorgeschlagen.,F,participant_78,1.0,Mai,2.28125,-1.28125
Die Einfach- und Klarheit der Lösung erstaunte alle.,H 1.1,participant_78,3.0,Mai,2.28125,0.71875
Ihr Auftreten strahlt Sicher- und Gewissheit aus.,H 1'.2,participant_78,2.0,Mai,2.28125,-0.28125
Die Tat wurde mit Trunken- und Verlogenheit begangen.,H 4.3,participant_78,2.0,Mai,2.28125,-0.28125
Die Allgemein- und Gesamtheit der Regeln spricht dafür.,H 4'.4,participant_78,2.0,Mai,2.28125,-0.28125
Den Redakteur würde ein Mangel an Aufmerksam- und Aufrichtigkeit am meisten stören.,K 2.3,participant_78,2.0,Mai,2.28125,-0.28125
Sie legt viel wert auf Pünktlich- und Höflichkeit.,K 2'.4,participant_78,3.0,Mai,2.28125,0.71875
Das Weihnachtsfest umgibt eine Atmosphäre von Heilig- und Seligkeit.,K 5.5,participant_78,3.0,Mai,2.28125,0.71875
Die Ordensleute erzählen immer von Momenten der Barmherzig- und Glückseligkeit.,K 5'.6,participant_78,4.0,Mai,2.28125,1.71875
Das Lachen ist kind- und herzlich.,L 2.3,participant_78,2.0,Mai,2.28125,-0.28125
Ihre Beziehung ist immer noch glück- und leidenschaftlich.,L 2'.4,participant_78,2.0,Mai,2.28125,-0.28125
Die Ergebnisse sind wissenschaft- und vertraulich.,L 5.5,participant_78,2.0,Mai,2.28125,-0.28125
Am Anfang hat der Wein wider- und abscheulich geschmeckt.,L 5'.6,participant_78,1.0,Mai,2.28125,-1.28125
Die Geisterbahn ist voller Dunkel- und Grausamkeit.,Mis 3.1,participant_78,2.0,Mai,2.28125,-0.28125
Dafür sind Großzügig- und Verbundenheit entscheidend.,Mis 3'.2,participant_78,2.0,Mai,2.28125,-0.28125
Für sie gelten Konzepte wie Keusch- und Jungfräulichkeit häufiger.,Mis 6.7,participant_78,2.0,Mai,2.28125,-0.28125
Viele werden sich im Alter ihrer Sterblich- und Unzufriedenheit bewusst.,Mis 6'.8,participant_78,3.0,Mai,2.28125,0.71875
Er hat höf- und freundlich abgesagt.,Mix 3.1,participant_78,2.0,Mai,2.28125,-0.28125
Die Bezahlung vieler Berufe ist leid- und kümmerlich.,Mix 3'.2,participant_78,2.0,Mai,2.28125,-0.28125
Das klingt als wäre er sehr anhäng- und empfindlich.,Mix 6.7,participant_78,1.0,Mai,2.28125,-1.28125
Der ganze Papierkram für ein Visum ist erforder- und umständlich.,Mix 6'.8,participant_78,2.0,Mai,2.28125,-0.28125
Die Lieder sind tröst- und fröhlich.,U 1.1,participant_78,1.0,Mai,2.28125,-1.28125
wenn die töd- und jährliche Malariasaison wieder vor der Tür steht.,U 1'.2,participant_78,1.0,Mai,2.28125,-1.28125
Schottergärten sind gräss- und hässlich.,U 4.3,participant_78,1.0,Mai,2.28125,-1.28125
Der Tiger hat den Pfleger plötz- und vorsätzlich angegriffen.,U 4'.4,participant_78,2.0,Mai,2.28125,-0.28125
Nudeln sind der neue Reis.,Deutsch_test_2,participant_78,4.0,Mai,2.28125,1.71875
Reis ist die neuen Nudeln.,Deutsch_test_3,participant_78,1.0,Mai,2.28125,-1.28125
"Der Zuschauer denkt er, dass die Sendung angeguckt hat.",F,participant_79,1.0,Oktober,2.25,-1.25
Der Junge wurde vor benotet und bewertet.,F,participant_79,2.0,Oktober,2.25,-0.25
Am Strand liegen viele Urlauber in der Sonne.,F,participant_79,7.0,Oktober,2.25,4.75
Am Strand liegen viele Urlauber in der Sonne.,F,participant_79,7.0,Oktober,2.25,4.75
Wie hat die Polizei welchen Fall gelöst?,F,participant_79,7.0,Oktober,2.25,4.75
"Im Wald glaubt sie, hat der Jäger den Förster gesehen.",F,participant_79,4.0,Oktober,2.25,1.75
Der Anwalt setzt sich für die Gleich- und Freiheit aller Menschen ein.,H 1.4,participant_79,1.0,Oktober,2.25,-1.25
Das ist die Besonder- und Verrücktheit ihrer Herangehensweise.,H 1'.5,participant_79,2.0,Oktober,2.25,-0.25
Das Hotel bietet Gelegen- und Abgeschiedenheit zum Entspannen.,H 4.2,participant_79,1.0,Oktober,2.25,-1.25
Die Tat wurde mit Verlogen- und Trunkenheit begangen.,H 4'.3,participant_79,3.0,Oktober,2.25,0.75
Er ist immer wieder in finanzielle Schwierig- und Abhängigkeiten geraten.,K 2.6,participant_79,4.0,Oktober,2.25,1.75
Die Zeit danach war von Traurig- und Einsamkeit geprägt.,K 2'.7,participant_79,2.0,Oktober,2.25,-0.25
Das ist seine Art von Öffentlich- und Wohltätigkeit.,K 5.4,participant_79,2.0,Oktober,2.25,-0.25
Der Autounfall ist auf Unzurechnungsfähig- und Fahrlässigkeit zurückzuführen.,K 5'.1,participant_79,1.0,Oktober,2.25,-1.25
Die Passkontrolle am Flughafen ist üb- und polizeilich.,L 2.6,participant_79,1.0,Oktober,2.25,-1.25
Der Chef war dienst- und beruflich in Singapur.,L 2'.7,participant_79,2.0,Oktober,2.25,-0.25
Das war schließ- und augenblicklich das Ende.,L 5.4,participant_79,1.0,Oktober,2.25,-1.25
Die Neuigkeiten sind für sie gleichzeitig bedroh- und erfreulich.,L 5'.1,participant_79,1.0,Oktober,2.25,-1.25
Sie ist voller kindischer Verliebt- und Fröhlichkeit.,Mis 3.8,participant_79,1.0,Oktober,2.25,-1.25
Die Geisterbahn ist voller Grausam- und Dunkelheit.,Mis 3'.1,participant_79,1.0,Oktober,2.25,-1.25
Für Kinder sind Geborgen- und Unabhängigkeit wichtig.,Mis 6.2,participant_79,1.0,Oktober,2.25,-1.25
Die Autorin wirkte sehr sympathisch durch ihre Liebenswürdig- und Bescheidenheit.,Mis 6'.3,participant_79,1.0,Oktober,2.25,-1.25
Für die Gesundheit ist Ruhe wichtig vor allem nächt- und abendlich.,Mix 3.8,participant_79,1.0,Oktober,2.25,-1.25
Er hat freund- und höflich abgesagt.,Mix 3'.1,participant_79,1.0,Oktober,2.25,-1.25
Mutproben sind gefähr- und schrecklich.,Mix 6.2,participant_79,1.0,Oktober,2.25,-1.25
Sie hat aber wirk- und tatsächlich mehr verlangt.,Mix 6'.3,participant_79,1.0,Oktober,2.25,-1.25
Sie ist eher so der häus- und ängstliche Typ.,U 1.4,participant_79,1.0,Oktober,2.25,-1.25
Die beiden behandeln den Welpen väter- und mütterlich.,U 1'.5,participant_79,6.0,Oktober,2.25,3.75
Sie fördert und fordert ihn nachdrück- und zärtlich.,U 4.2,participant_79,1.0,Oktober,2.25,-1.25
Schottergärten sind häss- und grässlich.,U 4'.3,participant_79,2.0,Oktober,2.25,-0.25
Nudeln sind der neue Reis.,Deutsch_test_2,participant_79,4.0,Oktober,2.25,1.75
Reis ist die neuen Nudeln.,Deutsch_test_3,participant_79,1.0,Oktober,2.25,-1.25
In der Mensa essen viele Studentinnen und Studenten zu Mittag.,F,participant_80,6.0,Januar,2.9375,3.0625
Was hat der Reporter welchem Redakteur verkauft?,F,participant_80,3.0,Januar,2.9375,0.0625
Wir haben dem empfindlichen und unsympathischen Vermieter sich selbst als Mieter empfohlen.,F,participant_80,7.0,Januar,2.9375,4.0625
Der Komponist hat dem neuen italienischen Tenor es zugemutet.,F,participant_80,2.0,Januar,2.9375,-0.9375
"Der Waffenhändler glaubt er, dass den Politiker bestochen hat.",F,participant_80,1.0,Januar,2.9375,-1.9375
Die Tinte wurde für vergossen.,F,participant_80,1.0,Januar,2.9375,-1.9375
Die Einfach- und Klarheit der Lösung erstaunte alle.,H 1.1,participant_80,2.0,Januar,2.9375,-0.9375
Ihr Auftreten strahlt Sicher- und Gewissheit aus.,H 1'.2,participant_80,3.0,Januar,2.9375,0.0625
Der Richter vermittelt mit Besonnen- und Rechtschaffenheit.,H 4.7,participant_80,7.0,Januar,2.9375,4.0625
Eine Ausbildung in Frankreich steht für Kultiviert- und Gewandtheit.,H 4'.8,participant_80,7.0,Januar,2.9375,4.0625
Den Redakteur würde ein Mangel an Aufmerksam- und Aufrichtigkeit am meisten stören.,K 2.3,participant_80,2.0,Januar,2.9375,-0.9375
Sie legt viel wert auf Pünktlich- und Höflichkeit.,K 2'.4,participant_80,2.0,Januar,2.9375,-0.9375
Der Autounfall ist auf Fahrlässig- und Unzurechnungsfähigkeit zurückzuführen.,K 5.1,participant_80,2.0,Januar,2.9375,-0.9375
Jede Zeit kommt mit einer eigenen Idee von Weiblich- und Männlichkeit.,K 5'.2,participant_80,5.0,Januar,2.9375,2.0625
Das Lachen ist kind- und herzlich.,L 2.3,participant_80,3.0,Januar,2.9375,0.0625
Ihre Beziehung ist immer noch glück- und leidenschaftlich.,L 2'.4,participant_80,2.0,Januar,2.9375,-0.9375
Die Neuigkeiten sind für sie gleichzeitig erfreu- und bedrohlich.,L 5.1,participant_80,3.0,Januar,2.9375,0.0625
Seine Antwort war erstaun- und ehrlich.,L 5'.2,participant_80,2.0,Januar,2.9375,-0.9375
Die Welthungerhilfe betont die Knapp- und Notwendigkeit von Lebensmitteln.,Mis 3.5,participant_80,1.0,Januar,2.9375,-1.9375
Die Einig- und Vertrautheit in der Zusammenarbeit ist groß.,Mis 3'.6,participant_80,1.0,Januar,2.9375,-1.9375
Allein die Bescheiden- und Liebenswürdigkeit der Autorin war schon überzeugend.,Mis 6.3,participant_80,3.0,Januar,2.9375,0.0625
Vor lauter Bitter- und Beschränktheit hat der Nachbar keinen Kontakt zu den anderen.,Mis 6'.4,participant_80,5.0,Januar,2.9375,2.0625
Im Kindergarten wird alles brüder- und schwesterlich geteilt.,Mix 3.5,participant_80,6.0,Januar,2.9375,3.0625
Sie treffen sich heim- und täglich.,Mix 3'.6,participant_80,3.0,Januar,2.9375,0.0625
Sie hat aber tatsäch- und wirklich mehr verlangt.,Mix 6.3,participant_80,1.0,Januar,2.9375,-1.9375
Der Auftritt war pein- und lächerlich.,Mix 6'.4,participant_80,1.0,Januar,2.9375,-1.9375
Die Lieder sind tröst- und fröhlich.,U 1.1,participant_80,2.0,Januar,2.9375,-0.9375
wenn die töd- und jährliche Malariasaison wieder vor der Tür steht.,U 1'.2,participant_80,1.0,Januar,2.9375,-1.9375
Eine Zeitung ist ein auf die Gegenwart bezüg- und alltägliches Medium.,U 4.7,participant_80,1.0,Januar,2.9375,-1.9375
Seine Verteidigung war jämmer- und widersprüchlich.,U 4'.8,participant_80,2.0,Januar,2.9375,-0.9375
Nudeln sind der neue Reis.,Deutsch_test_2,participant_80,6.0,Januar,2.9375,3.0625
Reis ist die neuen Nudeln.,Deutsch_test_3,participant_80,1.0,Januar,2.9375,-1.9375
Die Mutter hat dem Sohn es verboten.,F,participant_81,1.0,April,3.3125,-2.3125
"Der Chemiker meint er, dass den Pharmakonzern belogen hat.",F,participant_81,1.0,April,3.3125,-2.3125
Die Sitzung wurde aus vertagt.,F,participant_81,1.0,April,3.3125,-2.3125
Auf dem Markt verkaufen viele Bauern Obst und Gemüse.,F,participant_81,7.0,April,3.3125,3.6875
Was hat der Verkäufer welchem Kunden geraten?,F,participant_81,5.0,April,3.3125,1.6875
"In der Elbe glaubt sie, hat der Fischer das kleine und flinke Boot versenkt.",F,participant_81,6.0,April,3.3125,2.6875
Ihr Auftreten strahlt Gewiss- und Sicherheit aus.,H 1.2,participant_81,1.0,April,3.3125,-2.3125
Der Diamant ist von seltener Rein- und Schönheit.,H 1'.3,participant_81,3.0,April,3.3125,-0.3125
Die Gesamt- und Allgemeinheit der Regeln spricht dafür.,H 4.4,participant_81,5.0,April,3.3125,1.6875
"Er glaubt, dass die Staatsanwälte zu viel Verschwiegen- und Befangenheit an den Tag legen.",H 4'.5,participant_81,3.0,April,3.3125,-0.3125
Sie legt viel wert auf Höflich- und Pünktlichkeit.,K 2.4,participant_81,5.0,April,3.3125,1.6875
Das Hotel erfüllte ihre Erwartungen und überzeugte vor allem durch Gemütlich- und Sauberkeit.,K 2'.1,participant_81,6.0,April,3.3125,2.6875
Die Ordensleute erzählen immer von Momenten der Glückselig- und Barmherzigkeit.,K 5.6,participant_81,4.0,April,3.3125,0.6875
Die Unfähig- und Feindseligkeit der Angestellten ist alles andere als guter Service.,K 5'.7,participant_81,1.0,April,3.3125,-2.3125
Ihre Beziehung ist immer noch leidenschaft- und glücklich.,L 2.4,participant_81,5.0,April,3.3125,1.6875
Die Probleme sind vor allem recht- und zeitlicher Natur.,L 2'.1,participant_81,1.0,April,3.3125,-2.3125
Am Anfang hat der Wein abscheu- und widerlich geschmeckt.,L 5.6,participant_81,5.0,April,3.3125,1.6875
Wir verwenden ausdrück- und ausschließlich regionale Zutaten.,L 5'.7,participant_81,5.0,April,3.3125,1.6875
Dafür sind Verbunden- und Großzügigkeit entscheidend.,Mis 3.2,participant_81,4.0,April,3.3125,0.6875
