condition,ex1_order,question,variable,value,month,Mittelwert von value,Rating_in_relation_to_mean,frequency,ex1_umlaut,item,first,second
U 1.4,NaN,Sie ist eher so der häus- und ängstliche Typ.,participant_83,4.0,Oktober,2.09375,1.90625,simple,umlaut,"Die Autorin arbeitet gerne zu Hause.
Sie ist eher so der häus- und ängstliche Typ.",häus,ängstliche
U 1.4,NaN,Sie ist eher so der häus- und ängstliche Typ.,participant_84,2.0,Februar,3.96875,-1.96875,simple,umlaut,"Die Autorin arbeitet gerne zu Hause.
Sie ist eher so der häus- und ängstliche Typ.",häus,ängstliche
U 1.4,NaN,Sie ist eher so der häus- und ängstliche Typ.,participant_85,2.0,Februar,4.0,-2.0,simple,umlaut,"Die Autorin arbeitet gerne zu Hause.
Sie ist eher so der häus- und ängstliche Typ.",häus,ängstliche
U 1.4,NaN,Sie ist eher so der häus- und ängstliche Typ.,participant_86,3.0,Februar,4.0,-1.0,simple,umlaut,"Die Autorin arbeitet gerne zu Hause.
Sie ist eher so der häus- und ängstliche Typ.",häus,ängstliche
U 1.4,NaN,Sie ist eher so der häus- und ängstliche Typ.,participant_88,1.0,Februar,2.09375,-1.09375,simple,umlaut,"Die Autorin arbeitet gerne zu Hause.
Sie ist eher so der häus- und ängstliche Typ.",häus,ängstliche
U 1.4,NaN,Sie ist eher so der häus- und ängstliche Typ.,participant_94,2.0,Oktober,2.90625,-0.90625,simple,umlaut,"Die Autorin arbeitet gerne zu Hause.
Sie ist eher so der häus- und ängstliche Typ.",häus,ängstliche
U 1.4,NaN,Sie ist eher so der häus- und ängstliche Typ.,participant_97,3.0,Oktober,3.09375,-0.09375,simple,umlaut,"Die Autorin arbeitet gerne zu Hause.
Sie ist eher so der häus- und ängstliche Typ.",häus,ängstliche
U 1.4,NaN,Sie ist eher so der häus- und ängstliche Typ.,participant_105,2.0,Februar,3.75,-1.75,simple,umlaut,"Die Autorin arbeitet gerne zu Hause.
Sie ist eher so der häus- und ängstliche Typ.",häus,ängstliche
U 1.4,NaN,Sie ist eher so der häus- und ängstliche Typ.,participant_110,1.0,Februar,1.78125,-0.78125,simple,umlaut,"Die Autorin arbeitet gerne zu Hause.
Sie ist eher so der häus- und ängstliche Typ.",häus,ängstliche
U 1.4,NaN,Sie ist eher so der häus- und ängstliche Typ.,participant_117,1.0,Oktober,2.25,-1.25,simple,umlaut,"Die Autorin arbeitet gerne zu Hause.
Sie ist eher so der häus- und ängstliche Typ.",häus,ängstliche
U 1.4,NaN,Sie ist eher so der häus- und ängstliche Typ.,participant_122,5.0,Oktober,2.625,2.375,simple,umlaut,"Die Autorin arbeitet gerne zu Hause.
Sie ist eher so der häus- und ängstliche Typ.",häus,ängstliche
U 1.4,NaN,Sie ist eher so der häus- und ängstliche Typ.,participant_124,2.0,Oktober,2.78125,-0.78125,simple,umlaut,"Die Autorin arbeitet gerne zu Hause.
Sie ist eher so der häus- und ängstliche Typ.",häus,ängstliche
U 1.4,NaN,Sie ist eher so der häus- und ängstliche Typ.,participant_132,1.0,Februar,1.9375,-0.9375,simple,umlaut,"Die Autorin arbeitet gerne zu Hause.
Sie ist eher so der häus- und ängstliche Typ.",häus,ängstliche
U 1.4,NaN,Sie ist eher so der häus- und ängstliche Typ.,participant_133,3.0,Februar,4.15625,-1.15625,simple,umlaut,"Die Autorin arbeitet gerne zu Hause.
Sie ist eher so der häus- und ängstliche Typ.",häus,ängstliche
U 1.4,NaN,Sie ist eher so der häus- und ängstliche Typ.,participant_137,1.0,Oktober,1.9375,-0.9375,simple,umlaut,"Die Autorin arbeitet gerne zu Hause.
Sie ist eher so der häus- und ängstliche Typ.",häus,ängstliche
U 1.4,NaN,Sie ist eher so der häus- und ängstliche Typ.,participant_143,1.0,Februar,2.1875,-1.1875,simple,umlaut,"Die Autorin arbeitet gerne zu Hause.
Sie ist eher so der häus- und ängstliche Typ.",häus,ängstliche
U 1.4,NaN,Sie ist eher so der häus- und ängstliche Typ.,participant_145,2.0,Februar,4.15625,-2.15625,simple,umlaut,"Die Autorin arbeitet gerne zu Hause.
Sie ist eher so der häus- und ängstliche Typ.",häus,ängstliche
U 1.4,NaN,Sie ist eher so der häus- und ängstliche Typ.,participant_155,2.0,Februar,3.21875,-1.21875,simple,umlaut,"Die Autorin arbeitet gerne zu Hause.
Sie ist eher so der häus- und ängstliche Typ.",häus,ängstliche
U 1.4,NaN,Sie ist eher so der häus- und ängstliche Typ.,participant_158,2.0,Oktober,1.90625,0.09375,simple,umlaut,"Die Autorin arbeitet gerne zu Hause.
Sie ist eher so der häus- und ängstliche Typ.",häus,ängstliche
U 1.4,NaN,Sie ist eher so der häus- und ängstliche Typ.,participant_167,5.0,Februar,3.8125,1.1875,simple,umlaut,"Die Autorin arbeitet gerne zu Hause.
Sie ist eher so der häus- und ängstliche Typ.",häus,ängstliche
U 1.4,NaN,Sie ist eher so der häus- und ängstliche Typ.,participant_168,2.0,Februar,4.03125,-2.03125,simple,umlaut,"Die Autorin arbeitet gerne zu Hause.
Sie ist eher so der häus- und ängstliche Typ.",häus,ängstliche
U 4.6,NaN,Die Bank will buchstäb- und zusätzlich hundert tausend Euro.,participant_4,1.0,Februar,3.65625,-2.65625,complex,umlaut,"Der Kredit muss bis Ende des Monats zurückgezahlt werden.
Die Bank will buchstäb- und zusätzlich hundert tausend Euro.",buchstäb,zusätzlich
U 4.6,NaN,Die Bank will buchstäb- und zusätzlich hundert tausend Euro.,participant_6,1.0,Februar,3.03125,-2.03125,complex,umlaut,"Der Kredit muss bis Ende des Monats zurückgezahlt werden.
Die Bank will buchstäb- und zusätzlich hundert tausend Euro.",buchstäb,zusätzlich
U 4.6,NaN,Die Bank will buchstäb- und zusätzlich hundert tausend Euro.,participant_11,3.0,Februar,4.71875,-1.71875,complex,umlaut,"Der Kredit muss bis Ende des Monats zurückgezahlt werden.
Die Bank will buchstäb- und zusätzlich hundert tausend Euro.",buchstäb,zusätzlich
U 4.6,NaN,Die Bank will buchstäb- und zusätzlich hundert tausend Euro.,participant_13,1.0,Februar,2.35483871,-1.3548387100000001,complex,umlaut,"Der Kredit muss bis Ende des Monats zurückgezahlt werden.
Die Bank will buchstäb- und zusätzlich hundert tausend Euro.",buchstäb,zusätzlich
U 4.6,NaN,Die Bank will buchstäb- und zusätzlich hundert tausend Euro.,participant_21,3.0,Februar,3.8125,-0.8125,complex,umlaut,"Der Kredit muss bis Ende des Monats zurückgezahlt werden.
Die Bank will buchstäb- und zusätzlich hundert tausend Euro.",buchstäb,zusätzlich
U 4.6,NaN,Die Bank will buchstäb- und zusätzlich hundert tausend Euro.,participant_22,1.0,Februar,2.71875,-1.71875,complex,umlaut,"Der Kredit muss bis Ende des Monats zurückgezahlt werden.
Die Bank will buchstäb- und zusätzlich hundert tausend Euro.",buchstäb,zusätzlich
U 4.6,NaN,Die Bank will buchstäb- und zusätzlich hundert tausend Euro.,participant_30,1.0,Februar,3.0625,-2.0625,complex,umlaut,"Der Kredit muss bis Ende des Monats zurückgezahlt werden.
Die Bank will buchstäb- und zusätzlich hundert tausend Euro.",buchstäb,zusätzlich
U 4.6,NaN,Die Bank will buchstäb- und zusätzlich hundert tausend Euro.,participant_57,3.0,Februar,3.59375,-0.59375,complex,umlaut,"Der Kredit muss bis Ende des Monats zurückgezahlt werden.
Die Bank will buchstäb- und zusätzlich hundert tausend Euro.",buchstäb,zusätzlich
U 4.6,NaN,Die Bank will buchstäb- und zusätzlich hundert tausend Euro.,participant_62,3.0,Februar,3.875,-0.875,complex,umlaut,"Der Kredit muss bis Ende des Monats zurückgezahlt werden.
Die Bank will buchstäb- und zusätzlich hundert tausend Euro.",buchstäb,zusätzlich
U 4.6,NaN,Die Bank will buchstäb- und zusätzlich hundert tausend Euro.,participant_70,1.0,Februar,2.71875,-1.71875,complex,umlaut,"Der Kredit muss bis Ende des Monats zurückgezahlt werden.
Die Bank will buchstäb- und zusätzlich hundert tausend Euro.",buchstäb,zusätzlich
U 4.6,NaN,Die Bank will buchstäb- und zusätzlich hundert tausend Euro.,participant_84,2.0,Februar,3.96875,-1.96875,complex,umlaut,"Der Kredit muss bis Ende des Monats zurückgezahlt werden.
Die Bank will buchstäb- und zusätzlich hundert tausend Euro.",buchstäb,zusätzlich
U 4.6,NaN,Die Bank will buchstäb- und zusätzlich hundert tausend Euro.,participant_85,1.0,Februar,4.0,-3.0,complex,umlaut,"Der Kredit muss bis Ende des Monats zurückgezahlt werden.
Die Bank will buchstäb- und zusätzlich hundert tausend Euro.",buchstäb,zusätzlich
U 4.6,NaN,Die Bank will buchstäb- und zusätzlich hundert tausend Euro.,participant_86,2.0,Februar,4.0,-2.0,complex,umlaut,"Der Kredit muss bis Ende des Monats zurückgezahlt werden.
Die Bank will buchstäb- und zusätzlich hundert tausend Euro.",buchstäb,zusätzlich
U 4.6,NaN,Die Bank will buchstäb- und zusätzlich hundert tausend Euro.,participant_88,1.0,Februar,2.09375,-1.09375,complex,umlaut,"Der Kredit muss bis Ende des Monats zurückgezahlt werden.
Die Bank will buchstäb- und zusätzlich hundert tausend Euro.",buchstäb,zusätzlich
U 4.6,NaN,Die Bank will buchstäb- und zusätzlich hundert tausend Euro.,participant_105,3.0,Februar,3.75,-0.75,complex,umlaut,"Der Kredit muss bis Ende des Monats zurückgezahlt werden.
Die Bank will buchstäb- und zusätzlich hundert tausend Euro.",buchstäb,zusätzlich
U 4.6,NaN,Die Bank will buchstäb- und zusätzlich hundert tausend Euro.,participant_110,1.0,Februar,1.78125,-0.78125,complex,umlaut,"Der Kredit muss bis Ende des Monats zurückgezahlt werden.
Die Bank will buchstäb- und zusätzlich hundert tausend Euro.",buchstäb,zusätzlich
U 4.6,NaN,Die Bank will buchstäb- und zusätzlich hundert tausend Euro.,participant_132,1.0,Februar,1.9375,-0.9375,complex,umlaut,"Der Kredit muss bis Ende des Monats zurückgezahlt werden.
Die Bank will buchstäb- und zusätzlich hundert tausend Euro.",buchstäb,zusätzlich
U 4.6,NaN,Die Bank will buchstäb- und zusätzlich hundert tausend Euro.,participant_133,3.0,Februar,4.15625,-1.15625,complex,umlaut,"Der Kredit muss bis Ende des Monats zurückgezahlt werden.
Die Bank will buchstäb- und zusätzlich hundert tausend Euro.",buchstäb,zusätzlich
U 4.6,NaN,Die Bank will buchstäb- und zusätzlich hundert tausend Euro.,participant_143,1.0,Februar,2.1875,-1.1875,complex,umlaut,"Der Kredit muss bis Ende des Monats zurückgezahlt werden.
Die Bank will buchstäb- und zusätzlich hundert tausend Euro.",buchstäb,zusätzlich
U 4.6,NaN,Die Bank will buchstäb- und zusätzlich hundert tausend Euro.,participant_145,1.0,Februar,4.15625,-3.15625,complex,umlaut,"Der Kredit muss bis Ende des Monats zurückgezahlt werden.
Die Bank will buchstäb- und zusätzlich hundert tausend Euro.",buchstäb,zusätzlich
U 4.6,NaN,Die Bank will buchstäb- und zusätzlich hundert tausend Euro.,participant_155,1.0,Februar,3.21875,-2.21875,complex,umlaut,"Der Kredit muss bis Ende des Monats zurückgezahlt werden.
Die Bank will buchstäb- und zusätzlich hundert tausend Euro.",buchstäb,zusätzlich
U 4.6,NaN,Die Bank will buchstäb- und zusätzlich hundert tausend Euro.,participant_167,1.0,Februar,3.8125,-2.8125,complex,umlaut,"Der Kredit muss bis Ende des Monats zurückgezahlt werden.
Die Bank will buchstäb- und zusätzlich hundert tausend Euro.",buchstäb,zusätzlich
U 4.6,NaN,Die Bank will buchstäb- und zusätzlich hundert tausend Euro.,participant_168,1.0,Februar,4.03125,-3.03125,complex,umlaut,"Der Kredit muss bis Ende des Monats zurückgezahlt werden.
Die Bank will buchstäb- und zusätzlich hundert tausend Euro.",buchstäb,zusätzlich
U 4'.7,NaN,Eine Zeitung ist ein auf die Gegenwart alltäg- und bezügliches Medium.,participant_4,4.0,Februar,3.65625,0.34375,complex,umlaut,Eine Zeitung ist ein alltäg- und auf die Gegenwart bezügliches Medium.,alltäg,auf
U 4'.7,NaN,Eine Zeitung ist ein auf die Gegenwart alltäg- und bezügliches Medium.,participant_6,3.0,Februar,3.03125,-0.03125,complex,umlaut,Eine Zeitung ist ein alltäg- und auf die Gegenwart bezügliches Medium.,alltäg,auf
U 4'.7,NaN,Eine Zeitung ist ein auf die Gegenwart alltäg- und bezügliches Medium.,participant_11,3.0,Februar,4.71875,-1.71875,complex,umlaut,Eine Zeitung ist ein alltäg- und auf die Gegenwart bezügliches Medium.,alltäg,auf
U 4'.7,NaN,Eine Zeitung ist ein auf die Gegenwart alltäg- und bezügliches Medium.,participant_13,3.0,Februar,2.35483871,0.6451612899999999,complex,umlaut,Eine Zeitung ist ein alltäg- und auf die Gegenwart bezügliches Medium.,alltäg,auf
U 4'.7,NaN,Eine Zeitung ist ein auf die Gegenwart alltäg- und bezügliches Medium.,participant_21,2.0,Februar,3.8125,-1.8125,complex,umlaut,Eine Zeitung ist ein alltäg- und auf die Gegenwart bezügliches Medium.,alltäg,auf
U 4'.7,NaN,Eine Zeitung ist ein auf die Gegenwart alltäg- und bezügliches Medium.,participant_22,2.0,Februar,2.71875,-0.71875,complex,umlaut,Eine Zeitung ist ein alltäg- und auf die Gegenwart bezügliches Medium.,alltäg,auf
U 4'.7,NaN,Eine Zeitung ist ein auf die Gegenwart alltäg- und bezügliches Medium.,participant_30,1.0,Februar,3.0625,-2.0625,complex,umlaut,Eine Zeitung ist ein alltäg- und auf die Gegenwart bezügliches Medium.,alltäg,auf
U 4'.7,NaN,Eine Zeitung ist ein auf die Gegenwart alltäg- und bezügliches Medium.,participant_57,3.0,Februar,3.59375,-0.59375,complex,umlaut,Eine Zeitung ist ein alltäg- und auf die Gegenwart bezügliches Medium.,alltäg,auf
U 4'.7,NaN,Eine Zeitung ist ein auf die Gegenwart alltäg- und bezügliches Medium.,participant_62,3.0,Februar,3.875,-0.875,complex,umlaut,Eine Zeitung ist ein alltäg- und auf die Gegenwart bezügliches Medium.,alltäg,auf
U 4'.7,NaN,Eine Zeitung ist ein auf die Gegenwart alltäg- und bezügliches Medium.,participant_70,1.0,Februar,2.71875,-1.71875,complex,umlaut,Eine Zeitung ist ein alltäg- und auf die Gegenwart bezügliches Medium.,alltäg,auf
U 4'.7,NaN,Eine Zeitung ist ein auf die Gegenwart alltäg- und bezügliches Medium.,participant_84,2.0,Februar,3.96875,-1.96875,complex,umlaut,Eine Zeitung ist ein alltäg- und auf die Gegenwart bezügliches Medium.,alltäg,auf
U 4'.7,NaN,Eine Zeitung ist ein auf die Gegenwart alltäg- und bezügliches Medium.,participant_85,2.0,Februar,4.0,-2.0,complex,umlaut,Eine Zeitung ist ein alltäg- und auf die Gegenwart bezügliches Medium.,alltäg,auf
U 4'.7,NaN,Eine Zeitung ist ein auf die Gegenwart alltäg- und bezügliches Medium.,participant_86,1.0,Februar,4.0,-3.0,complex,umlaut,Eine Zeitung ist ein alltäg- und auf die Gegenwart bezügliches Medium.,alltäg,auf
U 4'.7,NaN,Eine Zeitung ist ein auf die Gegenwart alltäg- und bezügliches Medium.,participant_88,1.0,Februar,2.09375,-1.09375,complex,umlaut,Eine Zeitung ist ein alltäg- und auf die Gegenwart bezügliches Medium.,alltäg,auf
U 4'.7,NaN,Eine Zeitung ist ein auf die Gegenwart alltäg- und bezügliches Medium.,participant_105,3.0,Februar,3.75,-0.75,complex,umlaut,Eine Zeitung ist ein alltäg- und auf die Gegenwart bezügliches Medium.,alltäg,auf
U 4'.7,NaN,Eine Zeitung ist ein auf die Gegenwart alltäg- und bezügliches Medium.,participant_110,1.0,Februar,1.78125,-0.78125,complex,umlaut,Eine Zeitung ist ein alltäg- und auf die Gegenwart bezügliches Medium.,alltäg,auf
U 4'.7,NaN,Eine Zeitung ist ein auf die Gegenwart alltäg- und bezügliches Medium.,participant_132,1.0,Februar,1.9375,-0.9375,complex,umlaut,Eine Zeitung ist ein alltäg- und auf die Gegenwart bezügliches Medium.,alltäg,auf
U 4'.7,NaN,Eine Zeitung ist ein auf die Gegenwart alltäg- und bezügliches Medium.,participant_133,3.0,Februar,4.15625,-1.15625,complex,umlaut,Eine Zeitung ist ein alltäg- und auf die Gegenwart bezügliches Medium.,alltäg,auf
U 4'.7,NaN,Eine Zeitung ist ein auf die Gegenwart alltäg- und bezügliches Medium.,participant_143,1.0,Februar,2.1875,-1.1875,complex,umlaut,Eine Zeitung ist ein alltäg- und auf die Gegenwart bezügliches Medium.,alltäg,auf
U 4'.7,NaN,Eine Zeitung ist ein auf die Gegenwart alltäg- und bezügliches Medium.,participant_145,5.0,Februar,4.15625,0.84375,complex,umlaut,Eine Zeitung ist ein alltäg- und auf die Gegenwart bezügliches Medium.,alltäg,auf
U 4'.7,NaN,Eine Zeitung ist ein auf die Gegenwart alltäg- und bezügliches Medium.,participant_155,2.0,Februar,3.21875,-1.21875,complex,umlaut,Eine Zeitung ist ein alltäg- und auf die Gegenwart bezügliches Medium.,alltäg,auf
U 4'.7,NaN,Eine Zeitung ist ein auf die Gegenwart alltäg- und bezügliches Medium.,participant_167,1.0,Februar,3.8125,-2.8125,complex,umlaut,Eine Zeitung ist ein alltäg- und auf die Gegenwart bezügliches Medium.,alltäg,auf
U 4'.7,NaN,Eine Zeitung ist ein auf die Gegenwart alltäg- und bezügliches Medium.,participant_168,7.0,Februar,4.03125,2.96875,complex,umlaut,Eine Zeitung ist ein alltäg- und auf die Gegenwart bezügliches Medium.,alltäg,auf
L 2.6,NaN,Die Passkontrolle am Flughafen ist üb- und polizeilich.,participant_5,1.0,Oktober,4.0625,-3.0625,simple,no umlaut,"Nach der Landung müssen die Passagiere noch die offizielle Einreise durchlaufen. 
Die Passkontrolle am Flughafen ist üb- und polizeilich.",üb,polizeilich
L 2.6,NaN,Die Passkontrolle am Flughafen ist üb- und polizeilich.,participant_9,1.0,Oktober,4.09375,-3.09375,simple,no umlaut,"Nach der Landung müssen die Passagiere noch die offizielle Einreise durchlaufen. 
Die Passkontrolle am Flughafen ist üb- und polizeilich.",üb,polizeilich
L 2.6,NaN,Die Passkontrolle am Flughafen ist üb- und polizeilich.,participant_18,1.0,Oktober,3.3125,-2.3125,simple,no umlaut,"Nach der Landung müssen die Passagiere noch die offizielle Einreise durchlaufen. 
Die Passkontrolle am Flughafen ist üb- und polizeilich.",üb,polizeilich
L 2.6,NaN,Die Passkontrolle am Flughafen ist üb- und polizeilich.,participant_25,1.0,Oktober,1.75,-0.75,simple,no umlaut,"Nach der Landung müssen die Passagiere noch die offizielle Einreise durchlaufen. 
Die Passkontrolle am Flughafen ist üb- und polizeilich.",üb,polizeilich
L 2.6,NaN,Die Passkontrolle am Flughafen ist üb- und polizeilich.,participant_48,5.0,Oktober,4.53125,0.46875,simple,no umlaut,"Nach der Landung müssen die Passagiere noch die offizielle Einreise durchlaufen. 
Die Passkontrolle am Flughafen ist üb- und polizeilich.",üb,polizeilich
L 2.6,NaN,Die Passkontrolle am Flughafen ist üb- und polizeilich.,participant_51,1.0,Oktober,1.96875,-0.96875,simple,no umlaut,"Nach der Landung müssen die Passagiere noch die offizielle Einreise durchlaufen. 
Die Passkontrolle am Flughafen ist üb- und polizeilich.",üb,polizeilich
L 2.6,NaN,Die Passkontrolle am Flughafen ist üb- und polizeilich.,participant_67,3.0,Oktober,4.0,-1.0,simple,no umlaut,"Nach der Landung müssen die Passagiere noch die offizielle Einreise durchlaufen. 
Die Passkontrolle am Flughafen ist üb- und polizeilich.",üb,polizeilich
L 2.6,NaN,Die Passkontrolle am Flughafen ist üb- und polizeilich.,participant_79,1.0,Oktober,2.25,-1.25,simple,no umlaut,"Nach der Landung müssen die Passagiere noch die offizielle Einreise durchlaufen. 
Die Passkontrolle am Flughafen ist üb- und polizeilich.",üb,polizeilich
L 2.6,NaN,Die Passkontrolle am Flughafen ist üb- und polizeilich.,participant_83,1.0,Oktober,2.09375,-1.09375,simple,no umlaut,"Nach der Landung müssen die Passagiere noch die offizielle Einreise durchlaufen. 
Die Passkontrolle am Flughafen ist üb- und polizeilich.",üb,polizeilich
L 2.6,NaN,Die Passkontrolle am Flughafen ist üb- und polizeilich.,participant_94,1.0,Oktober,2.90625,-1.90625,simple,no umlaut,"Nach der Landung müssen die Passagiere noch die offizielle Einreise durchlaufen. 
Die Passkontrolle am Flughafen ist üb- und polizeilich.",üb,polizeilich
L 2.6,NaN,Die Passkontrolle am Flughafen ist üb- und polizeilich.,participant_97,2.0,Oktober,3.09375,-1.09375,simple,no umlaut,"Nach der Landung müssen die Passagiere noch die offizielle Einreise durchlaufen. 
Die Passkontrolle am Flughafen ist üb- und polizeilich.",üb,polizeilich
L 2.6,NaN,Die Passkontrolle am Flughafen ist üb- und polizeilich.,participant_117,1.0,Oktober,2.25,-1.25,simple,no umlaut,"Nach der Landung müssen die Passagiere noch die offizielle Einreise durchlaufen. 
Die Passkontrolle am Flughafen ist üb- und polizeilich.",üb,polizeilich
L 2.6,NaN,Die Passkontrolle am Flughafen ist üb- und polizeilich.,participant_122,1.0,Oktober,2.625,-1.625,simple,no umlaut,"Nach der Landung müssen die Passagiere noch die offizielle Einreise durchlaufen. 
Die Passkontrolle am Flughafen ist üb- und polizeilich.",üb,polizeilich
L 2.6,NaN,Die Passkontrolle am Flughafen ist üb- und polizeilich.,participant_124,1.0,Oktober,2.78125,-1.78125,simple,no umlaut,"Nach der Landung müssen die Passagiere noch die offizielle Einreise durchlaufen. 
Die Passkontrolle am Flughafen ist üb- und polizeilich.",üb,polizeilich
